id,sub_topic_id,title,body,author,url,follow_count,datetime,vote_count,comment_count
10,0,How do I insert an invision prototype in a LinkedIn summary?,"I shared a link of my Invision prototype in my LinkedIn profile, but only a blue page is displayed.Here the profile: - and ""See more > Media"" How can I set a better screen to show in my LinkedIn profile?Thanks in advance.",Carlos Pires,https://support.invisionapp.com/hc/en-us/community/posts/360003645431-How-do-I-insert-an-invision-prototype-in-a-LinkedIn-summary-,2,2018-04-08T19:01:00Z,0,1
11,0,Want to add another language pack.,"I'm from China, but I can't use our products very well because I'm a novice. I hope that I can add other language packs to deal with it. I'm willing to become a translator's helper.",hanxiao,https://support.invisionapp.com/hc/en-us/community/posts/360003608592-Want-to-add-another-language-pack-,2,2018-04-08T08:46:13Z,1,3
12,0,Studio Windows x86 support,Would Invision Studio support only Windows x64 or x86 too?,Egor Govorukhin,https://support.invisionapp.com/hc/en-us/community/posts/360003546311-Studio-Windows-x86-support,2,2018-04-07T13:14:07Z,0,1
13,0,Screen as overlay not working in the Invision iOS app,"Hi,We are using the overlay feature to create a pop out menu. It works great in the browser but on the iOS app when you click on it nothing loads and the prototype is paused until you click outside this.In the screenshots below you can see it working in browser and the settings for the overlay. Also in the iOS app the 'view all screens' button shows all the screens in the prototype except the overlay png page, as soon as you link to this page as an overlay it disappears from the iOS app 'view all screens' (I have the latest version of the iOS app)Thanks",Blaine Joubert,https://support.invisionapp.com/hc/en-us/community/posts/360003507891-Screen-as-overlay-not-working-in-the-Invision-iOS-app,2,2018-04-07T08:49:37Z,0,1
14,0,Inspect won't provide size of a masked image,"When I try to inspect a masked image, it only gives me the size of the full image - not the masked size. How can I work around this?",Amy Mauriello,https://support.invisionapp.com/hc/en-us/community/posts/360003299291-Inspect-won-t-provide-size-of-a-masked-image,3,2018-04-05T15:29:33Z,0,4
15,0,Studio: View prototype  in landscape when uploaded ,"I want to share a prototype I made in Studio with my colleges. The prototype is made in landscape-mode, and works fine inside Studio. But online and on the invision app it will only show as portrait. Is there a workaround, other than rotating the hole project? ",Ida Håkonsson,https://support.invisionapp.com/hc/en-us/community/posts/360003274632-Studio-View-prototype-in-landscape-when-uploaded-,3,2018-04-05T14:47:01Z,0,1
16,0,Prototype scrolling issues,"Just starting out testing Studio, and I have a one pager which in preview mode looks and scrolls as expected. But when I publish it to inVision to share with others, some elements scroll faster/slower than others, making the page look ""scrambled"", kinda like a parallax effect...The elements that scroll faster are all components, where as the slow elements are ""plain"" text or rectangles etc...Any one experienced this before? ",Julie Kjærmann-Jensen,https://support.invisionapp.com/hc/en-us/community/posts/360003269892-Prototype-scrolling-issues,4,2018-04-05T05:52:31Z,2,3
17,0,On load animation of elements in Studio,"Is it possible in Studio to allow an object (text, image etc.) to animate as soon as the user loads the screen? We just see in the interaction panel that all animations start with a touch or swipe action but never on screen loading. Is there a way to achieve this effect? i.e. we need to let a logo fade in as soon as the screen loads. Thanks for your help.Franco",Franco,https://support.invisionapp.com/hc/en-us/community/posts/360003209111-On-load-animation-of-elements-in-Studio,3,2018-04-03T18:00:35Z,0,2
18,0,Vectors Behaving Badly in Studio,"So I'm trying to copy and paste some vector artwork, logos, into Studio and am running into issues. Upon pasting, Studio seems to develop a mind of it's own in terms of how it interprets the vector data and things come out looking super wonky. The top image is what happens when copy/pasting from Illustrator where the bottom is from Sketch - top is pretty obviously wrong, bottom is closer to normal but has some weird things happening in and around the middle of the F, O, and N. It's not just this logo, either, it's happening with a few other logos (but not all) that I'm working with. I looked at your Studio ""getting started"" article on the subject of importing content and saw toward that bottom that it recommends saving vector artwork from other apps as an SVG and importing that file. The problem with this ""solution"" is that I can't import SVGs into Studio via the ""Image"" tool... they are greyed out in the import dialog box. Any thoughts? Edit*I tried importing using the File>Import option and get similar results as the Illustrator image posted above.",Chris Randalls,https://support.invisionapp.com/hc/en-us/community/posts/360003143491-Vectors-Behaving-Badly-in-Studio,4,2018-04-03T01:03:14Z,1,1
19,0,Component states in Studio?,"I've read through all the available documentation (and I'm honestly just not sure if I'm understanding the process correctly) but is it possible to currently create a component, say a button, and generate different states such as rest/hover/click?  I see you can nest components within components so I was questioning if that was my solution, but as it stands I'm not able to get anything workable save having a different button state on a separate artboard and performing state changes on the component between them.  Is this functionality currently available and if not is it forthcoming?  Thanks!Also I apologize if this is the wrong place to ask, please feel free to redirect me to the correct location if so!",Michael Hermes,https://support.invisionapp.com/hc/en-us/community/posts/360003118132-Component-states-in-Studio-,13,2018-04-02T22:13:55Z,5,13
20,0,"craft sync - exportable layers not showing up as assets, stuck on ""sync in progress"" when viewed in inspector","I am trying to sync a sketch file using library symbols with craft sync. Layers and slices are marked as exportable in the library file. The artboard gets synced and can be viewed correctly in inspect, but when selecting the library symbol layers that are set as exportable, the previews of the assets don't show up, and instead have ""sync in progress"" and ""preview not yet available"" beside them, and there is no download link for them either. The assets don't appear in the project's assets either.Anybody have this? Any workaround other than NOT using sketch library?sketch: 49.2craft sync+prototype: 2.3.66craft manager:1.0.58 ",Zoltan Totik,https://support.invisionapp.com/hc/en-us/community/posts/360003030492-craft-sync-exportable-layers-not-showing-up-as-assets-stuck-on-sync-in-progress-when-viewed-in-inspector,4,2018-04-01T22:40:31Z,0,4
21,0,Using an invision prototype with a large touchscreen,"Hello - I have been trouble getting the hit states on my prototype to trigger from a touchscreen monitor connected to my laptop.I have tried multiple browsers and I can get page scrolls to work, but no other touch interactions are working on the prototype.All interactions are working when using a mouse/trackpad, it's just when using the touchscreen display that they stop working. And ideas would be greatly appreciated!d.",Dan Ronner-Bland,https://support.invisionapp.com/hc/en-us/community/posts/360002894152-Using-an-invision-prototype-with-a-large-touchscreen,3,2018-03-31T00:39:04Z,1,3
22,0,WebGL is enabled for Chrome but still getting an error,"When attempting to create a new Freehand , I get the Warning: WebGL not supportedYour browser does not seem to support WebGL.Find out how to get it here. However, I have already enabled it in chrome://flags and restarted the browser. Any suggestions",Catherine,https://support.invisionapp.com/hc/en-us/community/posts/360002878911-WebGL-is-enabled-for-Chrome-but-still-getting-an-error,2,2018-03-30T03:18:13Z,0,7
23,0,Repositioning an object mid-draw?,"After years of using other visual production software, I'm used to being able to reposition shapes I'm creating, mid-draw, by holding down the spacebar. It seems like this feature may be available, by which I mean it doesn't always work. When it does kick in, Studio automatically resizes the object as I move it around the screen. It looks like it may be trying to auto-resize it to match other elements in the scene, but the actual rhyme and reason seemed fuzzy to me. Is there a way to reposition objects, mid-draw, without this auto-resizing? Example: https://youtu.be/P4oEuC6clpQ",Hale Holman,https://support.invisionapp.com/hc/en-us/community/posts/360002868031-Repositioning-an-object-mid-draw-,2,2018-03-29T17:10:20Z,0,1
24,0,Invision Studio: How to retain previous stroke and fill settings?,"Example: I want to draw a series of shapes, each with a white stroke and no fill.As it stands, the stroke and fill properties keep resetting after each shape I create. It feels silly to have to keep repeating ""deselect object fill > select object stroke > click color picker > click white""?Is there a setting somewhere to enable the retention of stroke and fill property values? Screen recording: example of my present user experience: http://aequusica.s3.amazonaws.com/Screen-Recording-2018-03-29-11-23-04     ",Hale Holman,https://support.invisionapp.com/hc/en-us/community/posts/360002867791-Invision-Studio-How-to-retain-previous-stroke-and-fill-settings-,2,2018-03-29T16:33:56Z,0,1
25,0,Hide browser during presentation,"Hi, is there a way to present in actual full-screen, as in not showing any parts of the browser? Preferably via the 'Share link'.Specifically, the feature in the image below: Thanks!",Jonas invision Arvidsson,https://support.invisionapp.com/hc/en-us/community/posts/360002835411-Hide-browser-during-presentation,2,2018-03-27T20:07:41Z,1,1
26,0,Present at fullscreen (fit to screen),"Hi, I have some wireframes that I want to present, but as the images are quite large, and won't fit the screen at 100& resolution, I was wondering if there's an option to 'fit-to-screen"" the images so that the entire images is displayed without having to scroll.",Jonas invision Arvidsson,https://support.invisionapp.com/hc/en-us/community/posts/360002793872-Present-at-fullscreen-fit-to-screen-,2,2018-03-27T15:05:54Z,0,1
27,0,"GIF plays twice, breaks workflow","Hi There!I've got my gif perfectly aligned over a modal. The idea is to show the user in a modal scrolling down the page inside the modal. The idea that a webpage opens in the app and you can stay in one place to view. So, I made a gif, it works, but it plays twice which is super awkward. The gif was exported to play once. I'm not sure why it plays twice unless InVision is interpreting the gif as two screens? I had to set it as a Screen As Overlay. Anyone else have this issue? I need the scroll to happen once and stop!Thanks in advance!  ",Trish Brumett,https://support.invisionapp.com/hc/en-us/community/posts/360002830571-GIF-plays-twice-breaks-workflow,2,2018-03-27T14:11:04Z,0,1
28,0,Invision deforms my symbols. What’s wrong with them?,"Hello, guys!I have some troubles with my symbols when I'm trying upload screens in Invision.So, beneath you can see screenshot represents my mockup in Sketch.I have these setting for Switchers and Text label accordingly through Anima panel. When I`m syncing my artboard to Invision, one little thing is breaking my brains. Do you see it too? I am a little bit crazy about it. What`s wrong with these guys? Thank you.",Vika,https://support.invisionapp.com/hc/en-us/community/posts/360002829011-Invision-deforms-my-symbols-What-s-wrong-with-them-,4,2018-03-27T09:54:29Z,0,5
29,0,IOS invision portrait and landscape protoype.,"I am designing a prototype in Sketch where I want to link from a portrait art board to a landscape art board.Once viewing the prototype in Invision it will not allow me to rotate my screen.Does anyone know of a work around to have an app that has both portrait and landscape? Thank you,",Jeremy Rosser,https://support.invisionapp.com/hc/en-us/community/posts/360002815791-IOS-invision-portrait-and-landscape-protoype-,5,2018-03-26T18:48:31Z,0,7
30,0,Can't get Gif screens to work in iOS app,"Hi there,I'm trying to view my prototype in the iOS app (iphone x) but none of the gif screens work. Does the app not support gifs or have i screwed something up?Thanks in advance.",Todd Sheldrick,https://support.invisionapp.com/hc/en-us/community/posts/360002767992-Can-t-get-Gif-screens-to-work-in-iOS-app,3,2018-03-26T08:17:20Z,0,3
31,0,"View prototype with safari, part of the page missing","When I use fix header in one page of a invision prototype, and view it with safari browser, it only shows the fixed header and the rest of the page just disappeared.",Bao,https://support.invisionapp.com/hc/en-us/community/posts/360002767852-View-prototype-with-safari-part-of-the-page-missing,2,2018-03-26T07:45:25Z,0,1
32,0,How to show tour points in overlays?,"I have a prototype with an overlay. Using Comment Mode, I added tour points, including a tour point on my overlay.When I access the prototype via the public share link (which is how I intend to distribute it to my audience), I can see the tour points as I interact with the prototype except the one on my overlay.(If I navigate my prototype with arrow keys--such that I view the overlay as a screen by itself--I can see the tour point then, but the audience of this prototype is not going to find it that way.)Has anyone else experienced this? Is this an intentional constraint on tour point functionality and, if so, why? Thanks!",Adam Hutton,https://support.invisionapp.com/hc/en-us/community/posts/360002769511-How-to-show-tour-points-in-overlays-,2,2018-03-22T17:42:15Z,0,1
33,0,Sketch nested symbols –  Inspect problem,"Hi,I have been testing out the InVision Inspect feature, uploading sketch files using the Craft plugin.Our files use a lot of nested symbols, when selecting repeated elements that are inside sketch symbols, the selection jumps to it's parent element at a different position on the page. See attached image to illustrate.Any ideas why, or how I can avoid this?thanksAlex",Alex Creedy,https://support.invisionapp.com/hc/en-us/community/posts/360002751391-Sketch-nested-symbols-Inspect-problem,8,2018-03-21T04:32:06Z,1,9
34,0,Embed a thumbnail image of a screen on website,"Hi, I know you can get the custom embed code for a whole incision screen.What about a smaller thumbnail image that is not so large in file size, is that possible with the Invision API? thanksAlex ",Alex Creedy,https://support.invisionapp.com/hc/en-us/community/posts/360002702392-Embed-a-thumbnail-image-of-a-screen-on-website,2,2018-03-20T04:11:48Z,0,1
35,0,No scroll when the height of an overlay is bigger than the parent screen ?,"Hi InVision support !For a specific project, I'm working with some overlays which are bigger than the parent screen.In this case, none of them are scrolling. And that's a big issue for me :)As you can see, I want my parent screen to stay fixed while I scroll the overlay on top of it.Is there any parameter I missed ?Thanks,Fabrice",Fabrice,https://support.invisionapp.com/hc/en-us/community/posts/360002687512-No-scroll-when-the-height-of-an-overlay-is-bigger-than-the-parent-screen-,5,2018-03-18T10:37:59Z,0,7
36,0,Galaxy S8 and S9 skins?,"Any plans to add more modern Android skins to web view of prototypes, like the Samsung Galaxy S8 or S9?",Bryan Rees,https://support.invisionapp.com/hc/en-us/community/posts/360002648652-Galaxy-S8-and-S9-skins-,3,2018-03-15T23:00:08Z,1,3
37,0,Overlay full-width bug which occupies my entire browser screen,"Hi, Invision,I found another bug in Invision Craft.When viewed in desktop, the overlay (which I set in Sketch app via Craft prototype) is becoming full-width which occupies my entire browser screen (exceeds beyond the phone mockup where it just should be locked in).It happens after the Sketch 49 update. I'm using iMac 27"".Thanks,Rock",Rocky,https://support.invisionapp.com/hc/en-us/community/posts/360002640151-Overlay-full-width-bug-which-occupies-my-entire-browser-screen,2,2018-03-15T14:34:13Z,0,1
38,0,Inspect mode empty,"When I enter Inspect mode in my mobile prototype it's empty. Instead I get an add saying ""Inspect your PSDs (coming soon)",GG,https://support.invisionapp.com/hc/en-us/community/posts/360002594352-Inspect-mode-empty,3,2018-03-15T11:29:38Z,0,6
39,0,Not all sketch links loading in invision,"Hello there,In good news, I can sync most changes from Sketch to Invision using Craft.In bad news, only some links work in Invision. So I have to manually add hot spots in Invision... even though I already created them in Sketch!One clue is that when I ask Craft to sync, I get updating messages that go from ""Exporting Artboards X/5"" to ""Exporting artboards X/15"". Why are there ""Artboards"" and ""artboards""? Does this have to do with the glitch of lots of missing links in Invision?Why aren't all my links in Sketch working in Invision? Any help appreciated!Best,Elizabeth  ",Elizabeth Ferguson,https://support.invisionapp.com/hc/en-us/community/posts/360002503652-Not-all-sketch-links-loading-in-invision,2,2018-03-15T00:50:44Z,0,1
40,0,Glitchy Anchor Links,"I have tried to add anchor links to several of my screens, but the only area I can accurately target is the very bottom of the screen. The anchor targets also change when viewed on mobile (and are still incorrect). Any workarounds? ",Savannah Carlin,https://support.invisionapp.com/hc/en-us/community/posts/360002362852-Glitchy-Anchor-Links,2,2018-03-13T20:21:53Z,0,1
41,0,Glitchy Prototypes?,"Hello! So I followed the guide to adding my app to my homescreen--1) Share the link 2) Open the link in Safari 3) Add to Homescreen-- but every time I open the app, my transitions lag and are glitchy. I tried solving the problem by creating a custom app skin and title and linking it to my link instead, but that doesn't work. Is anyone experiencing this problem as well? I'd really like to make my app come alive with its own app icon and title. If that's not going to work, is there anyway I can turn off the Invision App ""Show Protoype Options"" button when I'm recording my preview? Thank you!",Abby M,https://support.invisionapp.com/hc/en-us/community/posts/360002194551-Glitchy-Prototypes-,2,2018-03-07T17:30:48Z,0,3
42,0,One Use Screens,"Hi,I have a mobile prototype. Within one the user flows, there's a short tutorial intended to be used just once. After using it, no flow should ever return to it. To do so, I duplicate several screens and flows to avoid the tutorial. Am I making it clear? The point of duplicating screens and flows is that once the user goes through the tutorial, he accesses duplicate screens and flows which avoid this tutorial. Is the any different way in InVision to do this? Something like:if (Did the user see screen 1?)No: redirect to screen 1Yes: redirect to screen 2.Until now I wasn't able to find anything.Thanks!",Andres J Cremades,https://support.invisionapp.com/hc/en-us/community/posts/360002191831-One-Use-Screens,3,2018-03-07T14:48:26Z,0,4
43,0,Confused with how to Record Prototype,"Hello! I'm trying to record my final prototype so I can have a video on my Behance project. I'd like the video to have a mouse cursor just like in Adobe XD, but I can't seem to figure out how to record my prototype. Invision used to have a User Testing but now it's through Lookback and I'm not sure if that's what I need...I don't understand how Lookback works. I signed up for it but it's making me code something? I would really appreciate it if you could tell me how to 1) record my prototype 2) have a transparent background so I can insert that video into an Indesign file.  Thank you so much!",Abby M,https://support.invisionapp.com/hc/en-us/community/posts/360002187371-Confused-with-how-to-Record-Prototype,3,2018-03-07T03:13:19Z,0,7
44,0,Contact Sheets?,"Hi! We used to be able to use the drawing tool in Boards/Comments but that is gone now with Freehand.We used this to send digital contact sheets of images to our designers to mark up and then we could retouch their call outs. It was nice because we could make a new board, name it, then batch upload a whole folder of jpegs. We'd see the board, click on an image, read/see the edits asked for. THEN we could simply copy paste the filename (which was also automatically there) into our DAM to find the high rez image to retouch.With Freehand, I only see how to upload an image THEN copy paste the file name under the image with the text tool. WAY too much work when before it was simple.Any ideas to make these contact sheets without being completely manual with Freehand?! Thanks!",Bret Linford,https://support.invisionapp.com/hc/en-us/community/posts/360002181531-Contact-Sheets-,2,2018-03-06T22:18:21Z,0,1
45,0,Link to Overlay at top of page,"Just starting out with Invision and it's great!I'm wondering if there's a way to link to an overlay at the top of the page, from the bottom of a scrolled page? I have a Sign Up Now button at the bottom of the page and place a Screen As Overlay up top for the form. But the screen will not scroll to teh top. Is there a way to target the overlay and at the same time treat it as an anchor?",Matt Bingham,https://support.invisionapp.com/hc/en-us/community/posts/360002058411-Link-to-Overlay-at-top-of-page,2,2018-03-02T17:58:19Z,0,1
46,0,Loading screen name,"Hi, I'm trying out Invision so I have a lot of questions. So far this forum has been very kind in responding but I'm still experiencing oddities in this program that I'm not able to resolve:I'm unable to designate the loading screen name. It's supposed to display the filename, right? In my case it just says loading screen, but that is not the correct file name. I tried again by deleting it and uploading it again but it still says loading screen at the bottom of the screen image. ",GG,https://support.invisionapp.com/hc/en-us/community/posts/360002043971-Loading-screen-name,4,2018-03-01T14:22:32Z,0,7
47,0,Category list ,"When I'm viewing other peoples projects they have a list of different sections containing screens, the sections are divided with a thin line with a faded gray colored text headline, these named ""sections"" can be closed, opened, deleted etc on the far right side of the section, they are out of sight unless you mouse over the area.How do I divide my sections like that in my own project? All I have is the option to see my screens locally in a grid style or in a list, but the latter is not the same as the concept I'm referring to here. Is this option to divide files into categorized sections and headlines not in the free plan? ",GG,https://support.invisionapp.com/hc/en-us/community/posts/360002008092-Category-list-,3,2018-03-01T11:18:45Z,0,3
